"","p_value"
"slc46a1",0.829064147190453
"slc46a3",1
"slc47a1",1
"slc48a1",0.968400468933177
"slc4a1ap",1
"slc4a2",0.983524460585345
"slc4a4",0.413868932038835
"slc4a7",1
"slc50a1",1
"slc52a2",1
"slc5a3",0.892673699015471
"slc5a6",1
"slc6a12",0.816548827059465
"slc6a13",0.177065420560748
"slc6a6",1
"slc6a9",0.816548827059465
"slc7a2",0.769025830258303
"slc7a6os",0.825427985648385
"slc8b1",0.988960953555281
"slc9a3r1",1
"slc9a3r2",0.938765765765766
"slc9a6",0.758446757405925
"slc9a8",0.923294346978557
"slco1a1",0.464155902004454
"slco1a4",1
"slco1b2",0
"slco2a1",1
"slco2b1",0.730062030075188
"slf1",1
"slirp",1
"slk",0.784345467523198
"slmap",0.892673699015471
"slmo2",0.884238060781476
"sltm",0.871573152337858
"slu7",1
"slx1b",0.484759061833689
"slx4ip",1
"smad1",0
"smad2",0.669469964664311
"smad3",1
"smad4",1
"smad5",0.870491891891892
"smad6",0.768081081081081
"smad7",1
"smad9",1
"smagp",0.903615287428932
"smap1",1
"smap2",0.916561651917404
"smarca2",0.57028093645485
"smarca4",1
"smarca5",0.968400468933177
"smarcad1",0.903615287428932
"smarcal1",0.5759584
"smarcb1",0.971701471941122
"smarcc1",0.919241748942172
"smarcc2",1
"smarcd1",0.996369315935152
"smarcd2",0.998703875968992
"smarce1",1
"smc1a",0.968400468933177
"smc2",0.980675946063506
"smc3",0.816168868466399
"smc4",0.81100594530321
"smc5",1
"smc6",1
"smchd1",0.938765765765766
"smco4",0.939594332196274
"smcr8",1
"smdt1",1
"smek1",1
"smek2",0.936973145440043
"smg1",1
"smg5",0.9523248295024
"smg6",0.883134741442098
"smg7",0.813085243974133
"smg8",0.827084263959391
"smg9",0.844389972144847
"smim1",1
"smim10l1",0.885769450392577
"smim11",1
"smim12",1
"smim13",1
"smim14",1
"smim15",0.979751691032075
"smim19",1
"smim20",0.825020217729394
"smim22",1
"smim4",1
"smim7",0.988960953555281
"smim8",1
"smlr1",1
"smn1",0.303621794871795
"smndc1",0.983742274542779
"smoc1",0.912785305630834
"smoc2",1
"smpd1",0.177065420560748
"smpd2",0.861522340846184
"smpd3",1
"smpd4",0.861181818181818
"smpdl3a",1
"sms",0.979099823321555
"smu1",0.798927710843373
"smug1",1
"smurf1",0.820216996258685
"smurf2",0.910753827311696
"smyd2",0.991896915584416
"smyd3",1
"smyd5",1
"snai2",0.949237218813906
"snap23",1
"snap29",0.993963155786944
"snap47",0.910976262933658
"snapc1",1
"snapc2",1
"snapc3",0.770498184458969
"snapc5",1
"snapin",1
"snd1",0.813085243974133
"sned1",0.896006854009596
"snf8",0.993963155786944
"snhg12",1
"snhg18",1
"snhg20",0.711958246346555
"snhg6",0.851505617977528
"snhg9",0.93402963362069
"snip1",0.770498184458969
"snrk",1
"snrnp200",0.271627240143369
"snrnp25",1
"snrnp27",1
"snrnp35",0.998127138413686
"snrnp40",1
"snrnp48",0.973779981965735
"snrnp70",0.752198511166253
"snrpa",0.858992372881356
"snrpa1",0.996369315935152
"snrpb",1
"snrpb2",1
"snrpc",1
"snrpd1",1
"snrpd2",1
"snrpd3",1
"snrpe",1
"snrpf",1
"snrpg",1
"snrpn",1
"snta1",0.711958246346555
"sntb1",0.865250393700787
"sntg2",1
"snupn",0.805964241676942
"snw1",1
"snx1",0.980675946063506
"snx10",0.973779981965735
"snx11",0.972143671607754
"snx12",0.950660922453117
"snx13",0.816168868466399
"snx14",0.909967980295566
"snx15",0.733393548387097
"snx16",1
"snx17",0.816548827059465
"snx18",1
"snx19",1
"snx2",1
"snx21",0.973779981965735
"snx22",1
"snx24",0.817078167115903
"snx25",0.741715744680851
"snx27",1
"snx29",1
"snx3",0.972143671607754
"snx30",1
"snx33",1
"snx4",1
"snx5",0.850251133272892
"snx6",1
"snx7",0.336319526627219
"snx8",1
"snx9",0.919022388059701
"soat2",1
"socs2",0.623736625514403
"socs3",1
"socs4",1
"socs5",0.627350993377483
"socs6",1
"socs7",0.851600356030263
"sod1",1
"sod2",1
"sod3",0.968400468933177
"son",1
"sorbs2",0.903615287428932
"sord",0.715308163265306
"sort1",0.233901234567901
"sos1",0.609374269005848
"sos2",1
"sowahb",0.954458438287154
"sowahc",0.801561538461539
"sox12",1
"sox5",0.961130908191042
"sox6",0.981022653721683
"sox6os",0.966955401860243
"sox9",1
"sp1",0.971701471941122
"sp2",1
"sp3",0.966955401860243
"sp4",1
"spag7",0.799831134564644
"spag9",0.559170138888889
"sparc",0.752198511166253
"spast",0.861181818181818
"spata13",1
"spata2",0.271627240143369
"spata24",1
"spata2l",0.86047068538398
"spats2",1
"spc24",1
"spc25",0.801883765003159
"spcs1",1
"spcs2",1
"spcs3",0.834217221135029
"specc1l",0.832688395061728
"spen",1
"spg11",0.609374269005848
"spg20",0.769025830258303
"spg21",1
"spg7",0.865250393700787
"sphk2",1
"spidr",1
"spin1",1
"spink1",1
"spint2",0.993963155786944
"spns1",0.614609308885755
"spns2",1
"spon2",0.958633599202393
"spop",0.917894400928344
"spopl",0.916561651917404
"spp1",1
"spp2",1
"sppl2a",0.834217221135029
"sppl2b",0.991896915584416
"sppl3",0.858992372881356
"spr",0.86047068538398
"spred1",0.961536338999754
"spred2",1
"spry4",0.973779981965735
"spryd3",1
"spryd4",1
"spryd7",0.881209302325581
"spsb2",0.871573152337858
"spsb3",0.87529955290611
"spsb4",1
"sptan1",1
"sptbn1",0.816548827059465
"sptbn2",0.769025830258303
"sptlc1",0.804702061211743
"sptlc2",0.903615287428932
"sptssa",0.983742274542779
"spty2d1",1
"sqle",1
"sqrdl",0.853274158285964
"sqstm1",0.303621794871795
"sra1",0.971701471941122
"srbd1",0.798927710843373
"srcap",1
"srd5a1",0.912785305630834
"srd5a3",0.900440349175558
"srebf1",0.910753827311696
"srebf2",1
"srek1",1
"srek1ip1",1
"srf",0.627350993377483
"srgap2",1
"sri",1
"srm",0.964066371681416
"srp14",1
"srp19",1
"srp54b",1
"srp68",0.86047068538398
"srp72",0.971701471941122
"srp9",1
"srpk1",0.917894400928344
"srpk2",0.784345467523198
"srpr",0.816168868466399
"srprb",1
"srr",0.893741241762053
"srrd",1
"srrm1",1
"srrm2",1
"srrm4",0.966955401860243
"srrm4os",1
"srrt",1
"srsf1",1
"srsf10",1
"srsf11",0.690086092715232
"srsf2",0.637252263906856
"srsf3",1
"srsf4",1
"srsf5",1
"srsf6",0.893741241762053
"srsf7",0.801883765003159
"srsf9",0.918328909405655
"srxn1",0.979099823321555
"ss18",0.81100594530321
"ss18l1",0.825427985648385
"ssb",1
"ssbp1",1
"ssbp3",0.983742274542779
"ssfa2",0.861522340846184
"ssh1",1
"ssh2",1
"ssna1",1
"ssr1",0.965637833864249
"ssr2",0.936973145440043
"ssr3",0.991896915584416
"ssr4",1
"ssrp1",0.896006854009596
"sssca1",1
"ssu72",1
"ssx2ip",1
"st13",1
"st3gal1",0.994570459081836
"st3gal3",0.957012253063266
"st3gal4",0.929738276990185
"st3gal5",1
"st5",0.57028093645485
"st6gal1",1
"st6galnac6",1
"st7",0.927244432224361
"st7l",0.981022653721683
"stag1",0.837593464680442
"stag2",1
"stam",0.741715744680851
"stam2",1
"stambp",1
"stap2",0.820216996258685
"stard10",0
"stard13",0.896478507164279
"stard3",0.859734453781513
"stard3nl",0.816548827059465
"stard4",1
"stard5",1
"stard7",0.829064147190453
"stard8",1
"stat1",1
"stat2",1
"stat3",0.770498184458969
"stat5a",0.997936012485369
"stat5b",1
"stat6",0.769025830258303
"stau1",0.81100594530321
"stau2",0.627350993377483
"stbd1",1
"steap2",1
"steap3",0.990818293683347
"steap4",1
"stim1",0.997936012485369
"stim2",1
"stip1",1
"stk11",0.824603041426324
"stk16",0.464155902004454
"stk17b",0.916561651917404
"stk19",1
"stk24",1
"stk25",1
"stk3",0.935417667467307
"stk35",0.690086092715232
"stk38",0.949237218813906
"stk38l",1
"stk4",1
"stk40",1
"stmn1",0.940616671021688
"stom",0.925342715231788
"stoml2",1
"stra13",1
"stra6l",0.901900289482149
"stradb",0.857100387763895
"strap",0.829064147190453
"strbp",0.950660922453117
"strip1",0.86047068538398
"strn",1
"strn3",0.961536338999754
"strn4",0.950660922453117
"stt3a",0.950660922453117
"stt3b",0.799831134564644
"stub1",1
"stx12",0.924451344607707
"stx16",0.801883765003159
"stx17",1
"stx18",1
"stx2",0.769025830258303
"stx4a",1
"stx5a",0.958633599202393
"stx6",1
"stx7",1
"stx8",1
"stxbp2",1
"stxbp3",1
"stxbp4",0.900440349175558
"stxbp5",0.949237218813906
"stxbp6",1
"sub1",1
"sucla2",0.931095845777899
"suclg1",0.816548827059465
"suclg2",0.979751691032075
"sucnr1",0.813085243974133
"suco",0.973779981965735
"suds3",0.884238060781476
"sufu",0.968400468933177
"sugct",0.966955401860243
"sugp1",0.861522340846184
"sugp2",0.929738276990185
"sugt1",1
"sulf2",1
"sult1a1",1
"sult1b1",1
"sult1d1",0.896478507164279
"sult2a7",1
"sult2a8",1
"sult5a1",0.971701471941122
"sumf1",1
"sumf2",0.728692307692308
"sumo1",1
"sumo2",1
"sumo3",0.988960953555281
"sun1",0.715308163265306
"sun2",0.105843575418994
"suox",0.966955401860243
"supt16",1
"supt20",0.861522340846184
"supt3",1
"supt4a",1
"supt5",0.770498184458969
"supt6",0.979250109505037
"supt7l",0.900440349175558
"supv3l1",0.832688395061728
"surf1",0.910753827311696
"surf2",1
"surf4",1
"surf6",1
"susd1",0.853274158285964
"susd4",0.882987889908257
"susd6",0.844389972144847
"suv39h1",0.770498184458969
"suv420h1",0.914556615017878
"suv420h2",0.896478507164279
"suz12",1
"svbp",1
"svil",0.532191011235955
"svip",1
"swap70",1
"swi5",1
"swsap1",0.900440349175558
"swt1",1
"syap1",1
"syde2",0.966955401860243
"syf2",1
"sympk",0.799831134564644
"syncrip",1
"syne1",1
"syne2",1
"syngr2",0.919241748942172
"synj1",1
"synj2bp",0.873120269763957
"synpo",1
"synrg",0.931095845777899
"sypl",1
"sys1",0.690086092715232
"syt1",0.733393548387097
"syt11",1
"sytl4",1
"syvn1",1
"szrd1",1
"szt2",1
"tab1",0.366359116022099
"tab2",0.801561538461539
"tab3",1
"tacc1",1
"tacc2",0.859734453781513
"taco1",0.735118165784832
"tada1",0.609374269005848
"tada2a",1
"tada2b",0.663567632850242
"tada3",0.758446757405925
"taf1",1
"taf10",0.105843575418994
"taf11",0.805964241676942
"taf12",0.950660922453117
"taf13",1
"taf15",1
"taf1b",1
"taf1d",0.848974851394604
"taf2",1
"taf3",1
"taf4a",1
"taf4b",0.971701471941122
"taf5",0.98193247311828
"taf5l",0.271627240143369
"taf6",1
"taf6l",0.995173895742141
"taf7",1
"taf8",0.957012253063266
"tagap1",0.993963155786944
"taldo1",1
"tanc1",1
"tanc2",0
"tango2",1
"tango6",1
"tank",1
"taok1",1
"taok2",1
"taok3",1
"tap1",1
"tap2",0.683508455467869
"tapbp",0.898599668325041
"tapbpl",1
"tapt1",0.882987889908257
"tarbp2",0.917894400928344
"tardbp",0.917894400928344
"tars",1
"tars2",1
"tarsl2",0.885769450392577
"tasp1",0.997936012485369
"tat",1
"tatdn1",0.968400468933177
"tatdn2",1
"tatdn3",0.993537716821299
"tax1bp1",1
"tax1bp3",1
"taz",0.997936012485369
"tbc1d1",1
"tbc1d10a",1
"tbc1d10b",1
"tbc1d12",1
"tbc1d13",0.748916736753574
"tbc1d14",0.588385093167702
"tbc1d15",0.998703875968992
"tbc1d16",1
"tbc1d17",0.917894400928344
"tbc1d20",0.896478507164279
"tbc1d22a",0.861522340846184
"tbc1d22b",0.769025830258303
"tbc1d23",0.979751691032075
"tbc1d24",0.797588681849551
"tbc1d2b",1
"tbc1d30",0.559170138888889
"tbc1d31",0.637252263906856
"tbc1d32",1
"tbc1d4",1
"tbc1d5",0.769025830258303
"tbc1d7",1
"tbc1d8",0.993551537070524
"tbc1d8b",0.968400468933177
"tbc1d9b",0.853274158285964
"tbca",1
"tbcb",1
"tbcc",0.893367097450227
"tbccd1",1
"tbcd",0.627350993377483
"tbce",0.669469964664311
"tbcel",0.981022653721683
"tbck",1
"tbk1",1
"tbkbp1",1
"tbl1x",0.871573152337858
"tbl1xr1",0.865250393700787
"tbl2",0.921353828954723
"tbl3",1
"tbp",0.993537716821299
"tbpl1",0.997936012485369
"tbrg1",1
"tbrg4",0.869894163424124
"tbx3",0.366359116022099
"tc2n",0.916561651917404
"tcaim",0.968400468933177
"tcea1",1
"tcea3",1
"tceal8",1
"tceanc2",0.810152718387294
"tceb1",1
"tceb2",1
"tceb3",0.857100387763895
"tcerg1",0.925342715231788
"tcf12",0.981022653721683
"tcf20",0.67586421173763
"tcf24",1
"tcf25",0.928623767798467
"tcf3",0.98193247311828
"tcf4",0.983742274542779
"tcf7l1",1
"tcf7l2",1
"tcirg1",0.858992372881356
"tcn2",0.798927710843373
"tcof1",0.985033123689727
"tcp1",1
"tcp11l2",1
"tcta",0.825020217729394
"tctex1d2",0.801561538461539
"tdg",0.669469964664311
"tdo2",0.997936012485369
"tdp2",1
"tdrd3",1
"tdrd7",1
"tdrkh",0.390639175257732
"tdrp",0.896006854009596
"tead1",1
"tead3",0.835717886572952
"tec",0.816168868466399
"tecpr1",0.623736625514403
"tecpr2",1
"tecr",1
"tef",0.98193247311828
"tefm",1
"telo2",0.690086092715232
"ten1",1
"tenm3",0.770498184458969
"tep1",0.966955401860243
"terf1",0.885327102803738
"terf2",0.917894400928344
"terf2ip",0.988452712533777
"tesk1",0.816548827059465
"tesk2",1
"tet2",0.805964241676942
"tet3",0.920949143017701
"tex10",0.997936012485369
"tex2",1
"tex261",1
"tex264",0.970232774674115
"tex30",1
"tfam",0.798927710843373
"tfap4",0.924451344607707
"tfb1m",1
"tfb2m",1
"tfcp2",1
"tfcp2l1",1
"tfdp2",0.816548827059465
"tfe3",1
"tfeb",0.867585909980431
"tff3",1
"tfg",1
"tfip11",1
"tfpi2",0.966955401860243
"tfpt",0.988960953555281
"tfr2",0
"tfrc",0.893367097450227
"tgds",1
"tgfa",1
"tgfbr1",1
"tgfbr2",1
"tgfbr3",0.67586421173763
"tgfbrap1",0.821561078794289
"tgif1",1
"tgm2",1
"tgoln1",1
"tgs1",1
"tha1",1
"thada",1
"thap1",0.711958246346555
"thap11",1
"thap2",1
"thap3",0.805964241676942
"thap4",1
"thap7",0.896478507164279
"them4",1
"them7",1
"thnsl2",0.67586421173763
"thoc1",1
"thoc2",1
"thoc3",0.754146222583266
"thoc5",0.769025830258303
"thoc6",0.623736625514403
"thoc7",1
"thop1",0.769025830258303
"thpo",0.813085243974133
"thra",0.996369315935152
"thrap3",0.988960953555281
"thrb",0.829064147190453
"thrsp",1
"thtpa",1
"thumpd1",1
"thumpd3",0.968400468933177
"thyn1",1
"tia1",0.981022653721683
"tial1",0.816548827059465
"tiam2",0.798927710843373
"ticam1",0.958633599202393
"tifa",0.901900289482149
"tigar",1
"tigd2",1
"timd2",1
"timm10",1
"timm10b",1
"timm13",1
"timm17a",1
"timm17b",0.968400468933177
"timm21",1
"timm22",0.810152718387294
"timm23",1
"timm44",0.966955401860243
"timm50",0.867585909980431
"timm8b",1
"timm9",0.801561538461539
"timmdc1",0.979099823321555
"tinf2",0.79109271054494
"tiparp",0.390639175257732
"tipin",1
"tiprl",1
"tirap",0.86047068538398
"tjap1",1
"tjp1",0.816548827059465
"tjp2",1
"tjp3",0.997936012485369
"tk1",0.669469964664311
"tk2",1
"tkfc",1
"tkt",0.627350993377483
"tlcd1",1
"tlcd2",0.532191011235955
"tle1",0.916561651917404
"tle2",0.715308163265306
"tle3",0.914556615017878
"tle4",1
"tlk1",1
"tlk2",1
"tln1",1
"tlr12",0
"tlr3",0.908610767326733
"tm2d1",0.817078167115903
"tm2d2",1
"tm2d3",1
"tm4sf1",0.993551537070524
"tm4sf4",1
"tm6sf2",0.983742274542779
"tm7sf2",0.656544554455446
"tm7sf3",1
"tm9sf2",0.797588681849551
"tm9sf3",0.825427985648385
"tm9sf4",0.990818293683347
"tma16",0.948767165720186
"tma7",1
"tmbim1",1
"tmbim4",1
"tmbim6",0
"tmc6",0.905831729276622
"tmc7",0.979751691032075
"tmcc1",1
"tmcc3",0.824603041426324
"tmco1",0.988960953555281
"tmco3",0.971701471941122
"tmco4",0.971701471941122
"tmed1",0.966955401860243
"tmed10",0.903615287428932
"tmed2",1
"tmed3",0.741715744680851
"tmed4",1
"tmed5",0.730062030075188
"tmed7",0.741715744680851
"tmed9",0.993551537070524
"tmem101",1
"tmem104",1
"tmem106b",0.801883765003159
"tmem106c",0.960721849366145
"tmem107",0.797588681849551
"tmem109",1
"tmem11",0
"tmem110",0.735118165784832
"tmem115",0.928623767798467
"tmem120a",0.784345467523198
"tmem123",0.663567632850242
"tmem125",0.969433177570094
"tmem126a",1
"tmem126b",1
"tmem127",0.547176895306859
"tmem128",0.871573152337858
"tmem129",1
"tmem131",0.988452712533777
"tmem135",0.851600356030263
"tmem138",1
"tmem140",1
"tmem141",0.968400468933177
"tmem143",1
"tmem144",1
"tmem147",1
"tmem14a",0.896006854009596
"tmem14c",1
"tmem150a",0.413868932038835
"tmem160",1
"tmem161a",0.983742274542779
"tmem161b",0.966955401860243
"tmem164",0.735118165784832
"tmem165",0.588385093167702
"tmem167",1
"tmem167b",1
"tmem168",0.983742274542779
"tmem170b",0.950435956200662
"tmem175",1
"tmem176a",0.816548827059465
"tmem176b",1
"tmem177",1
"tmem18",0.972143671607754
"tmem180",0.900440349175558
"tmem181a",1
"tmem183a",0.86047068538398
"tmem184a",0.993551537070524
"tmem184b",1
"tmem184c",0.925342715231788
"tmem185b",0.921353828954723
"tmem186",0.832688395061728
"tmem189",0.507830927835052
"tmem19",0.86047068538398
"tmem192",1
"tmem194",0.998127138413686
"tmem199",0.966955401860243
"tmem2",1
"tmem201",0.899826400262037
"tmem203",1
"tmem205",1
"tmem208",1
"tmem209",0.919241748942172
"tmem214",0.105843575418994
"tmem216",1
"tmem218",1
"tmem219",1
"tmem220",1
"tmem222",0.998127138413686
"tmem230",1
"tmem234",1
"tmem237",0.909967980295566
"tmem238",1
"tmem242",1
"tmem243",0.965637833864249
"tmem245",0.927244432224361
"tmem248",1
"tmem25",1
"tmem251",1
"tmem256",1
"tmem258",1
"tmem259",1
"tmem260",0.939594332196274
"tmem261",1
"tmem263",0.977939299955693
"tmem29",0.998703875968992
"tmem30a",0.870491891891892
"tmem30b",1
"tmem33",1
"tmem37",0.899826400262037
"tmem38b",1
"tmem39a",1
"tmem39b",1
"tmem41a",0.966955401860243
"tmem41b",0.969433177570094
"tmem42",1
"tmem43",1
"tmem5",1
"tmem50a",1
"tmem50b",1
"tmem53",0.851505617977528
"tmem55a",1
"tmem55b",0.798927710843373
"tmem56",1
"tmem57",0.973779981965735
"tmem59",1
"tmem60",0.870491891891892
"tmem62",0.851600356030263
"tmem63a",0.84403981042654
"tmem63b",0.84421669793621
"tmem64",0.669469964664311
"tmem65",0.950660922453117
"tmem68",1
"tmem69",1
"tmem70",1
"tmem79",1
"tmem8",1
"tmem80",1
"tmem81",0.971701471941122
"tmem82",1
"tmem86b",0.925342715231788
"tmem87b",1
"tmem9",0.965637833864249
"tmem94",0.988960953555281
"tmem97",0.961536338999754
"tmem9b",1
"tmf1",1
"tmie",0.973779981965735
"tmod3",0.905831729276622
"tmpo",1
"tmprss2",0.81100594530321
"tmprss6",0.105843575418994
"tmsb10",0.861522340846184
"tmsb4x",0.758446757405925
"tmtc3",1
"tmtc4",0.997936012485369
"tmub1",0.920949143017701
"tmub2",0.977939299955693
"tmx1",0.390639175257732
"tmx2",0.917894400928344
"tmx3",0.931095845777899
"tmx4",0.971701471941122
"tnfaip1",1
"tnfaip2",1
"tnfaip3",0.858992372881356
"tnfaip8l1",0.547176895306859
"tnfrsf12a",1
"tnfrsf1a",0.928623767798467
"tnfrsf1b",0.972143671607754
"tnfsf12",1
"tnip1",1
"tnip2",1
"tnk2",1
"tnks",0.817078167115903
"tnks1bp1",1
"tnks2",0.972143671607754
"tnpo1",0.871573152337858
"tnpo2",0.683508455467869
"tnpo3",1
"tnrc18",1
"tnrc6a",0.5759584
"tnrc6b",1
"tnrc6c",0.940616671021688
"tns1",1
"tns2",0.867585909980431
"tns3",1
"tob1",0.816548827059465
"tob2",0.735118165784832
"toe1",1
"tollip",0.896006854009596
"tom1",1
"tom1l1",0.887463449254791
"tom1l2",1
"tomm20",0.105843575418994
"tomm22",1
"tomm34",1
"tomm40",1
"tomm40l",0.966955401860243
"tomm5",1
"tomm6",1
"tomm7",1
"tomm70a",0.715308163265306
"tonsl",0.993121635296499
"top1",0.996369315935152
"top1mt",0.861522340846184
"top2b",1
"top3b",0.798927710843373
"topbp1",0.623736625514403
"topors",0.86047068538398
"toporsos",1
"tor1a",0.869894163424124
"tor1aip1",0.968400468933177
"tor1aip2",0.5759584
"tor1b",0.887463449254791
"tor2a",0.851600356030263
"tor3a",0.853274158285964
"tox",0.940616671021688
"tox4",1
"tpcn1",0.896478507164279
"tpd52",0.968400468933177
"tpd52l1",0.919241748942172
"tpd52l2",1
"tpgs1",0.813085243974133
"tpgs2",0.896006854009596
"tpi1",0.769025830258303
"tpk1",1
"tpm1",1
"tpm2",0.988452712533777
"tpm3",0.934351112302332
"tpm4",0.919241748942172
"tpmt",1
"tpp1",1
"tpp2",0.871573152337858
"tppp",1
"tpr",1
"tpra1",0.896478507164279
"tprgl",0.983742274542779
"tprkb",1
"tprn",1
"tpst1",1
"tpst2",0.867585909980431
"tpt1",1
"tra2a",1
"tra2b",0.961130908191042
"trabd",0.988452712533777
"tradd",1
"traf2",1
"traf3",0.703191940615058
"traf3ip1",0.905831729276622
"traf3ip2",1
"traf4",0.919241748942172
"traf5",1
"traf6",1
"traf7",0.663567632850242
"trafd1",0.996369315935152
"trak1",0.752198511166253
"trak2",0.861522340846184
"tram1",0.801883765003159
"tram2",1
"trap1",0.716366169154229
"trappc1",0.798927710843373
"trappc10",0.464155902004454
"trappc11",0.527324055666004
"trappc12",0.532191011235955
"trappc13",1
"trappc2",0.884238060781476
"trappc2l",1
"trappc3",0.86047068538398
"trappc4",0.899826400262037
"trappc5",1
"trappc6a",1
"trappc6b",0.900440349175558
"trappc8",0.899826400262037
"trappc9",0.931095845777899
"trf",0
"triap1",1
"trib1",1
"trim11",0.950435956200662
"trim12a",0.910753827311696
"trim12c",1
"trim2",1
"trim21",0.768081081081081
"trim23",0.971701471941122
"trim24",0.798927710843373
"trim25",1
"trim26",1
"trim27",1
"trim28",0.443700234192037
"trim30a",0.86047068538398
"trim30d",0.961536338999754
"trim32",0.896478507164279
"trim33",0.884238060781476
"trim34a",0.971701471941122
"trim37",1
"trim39",0.940616671021688
"trim41",0.899826400262037
"trim44",1
"trim47",1
"trim56",0.758446757405925
"trim65",0.970232774674115
"trim7",0.912785305630834
"trim8",1
"trio",0.991896915584416
"triobp",0.966955401860243
"trip10",1
"trip11",0.871573152337858
"trip12",0.5759584
"trip4",0.797588681849551
"trip6",0.896006854009596
"trit1",1
"trmt1",0.948767165720186
"trmt10a",1
"trmt10b",0.627350993377483
"trmt10c",0.893741241762053
"trmt11",0.871414334994251
"trmt112",1
"trmt12",0.988960953555281
"trmt13",0.899826400262037
"trmt1l",0.997936012485369
"trmt2a",0.853274158285964
"trmt2b",0.105843575418994
"trmt5",0.813085243974133
"trmt6",1
"trmt61a",1
"trmu",0.798927710843373
"trnau1ap",0.991896915584416
"trnt1",0.955859939759036
"trove2",1
"trp53",0.889766242937853
"trp53bp1",1
"trp53bp2",0.735118165784832
"trp53inp1",1
"trp53inp2",0.656544554455446
"trp53rka",0.939594332196274
"trpc4ap",0.769025830258303
"trpm7",1
"trpt1",0.5759584
"trrap",0.623736625514403
"trub1",0.857100387763895
"trub2",1
"tsacc",0.844389972144847
"tsc1",0.986729554486509
"tsc2",0.271627240143369
"tsc22d1",0.896006854009596
"tsc22d2",0.938765765765766
"tsc22d3",0.973779981965735
"tsc22d4",1
"tsen15",0.798927710843373
"tsen2",0.947791083462934
"tsen34",1
"tsen54",0.559170138888889
"tsfm",0.983524460585345
"tsg101",1
"tshz1",0.981022653721683
"tshz2",1
"tsku",0.105843575418994
"tsn",1
"tsnax",0.991896915584416
"tspan12",0.464155902004454
"tspan14",0.816168868466399
"tspan3",0.768081081081081
"tspan31",1
"tspan33",1
"tspan4",1
"tspan7",0.900440349175558
"tspan9",0.177065420560748
"tspo",0.983524460585345
"tspyl1",0.769025830258303
"tsr1",0.983742274542779
"tsr2",0.443700234192037
"tsr3",0.784345467523198
"tssc1",0.84421669793621
"tssc4",0.983742274542779
"tst",1
"tsta3",1
"tstd1",1
"tstd2",0.730062030075188
"tstd3",0.919241748942172
"ttbk2",1
"ttc1",1
"ttc13",0.892673699015471
"ttc14",0.916561651917404
"ttc17",0.920949143017701
"ttc19",1
"ttc23",0.84403981042654
"ttc27",1
"ttc3",1
"ttc30a1",0.559170138888889
"ttc30b",0.663567632850242
"ttc32",1
"ttc33",0.928623767798467
"ttc36",1
"ttc37",1
"ttc38",0.733393548387097
"ttc39b",0.940616671021688
"ttc39c",0.848974851394604
"ttc4",0.988960953555281
"ttc5",1
"ttc7",0.366359116022099
"ttc7b",1
"ttc8",1
"ttc9c",0.820216996258685
"ttf1",1
"ttf2",1
"tti1",1
"tti2",0.997936012485369
"ttl",1
"ttll1",1
"ttll12",1
"ttll4",0.609374269005848
"ttpa",0.971701471941122
"ttpal",1
"ttr",1
"ttyh2",0.900440349175558
"tuba1b",0.917894400928344
"tuba1c",0.748916736753574
"tuba4a",0.637252263906856
"tubb2a",1
"tubb4b",0.730062030075188
"tubb5",1
"tubb6",1
"tubd1",0.979175280404662
"tubg1",0.973779981965735
"tubgcp2",0.827084263959391
"tubgcp3",0.752198511166253
"tubgcp4",1
"tubgcp5",0.920949143017701
"tubgcp6",0.769025830258303
"tufm",0.979250109505037
"tuft1",0.837593464680442
"tulp4",0.896478507164279
"tusc1",0.975631661794468
"tusc2",0.81100594530321
"tusc3",0.690086092715232
"tut1",0.801883765003159
"tvp23b",1
"twf1",1
"twistnb",1
"twsg1",0.79109271054494
"txlna",0.770498184458969
"txlng",0.993121635296499
"txn1",1
"txn2",1
"txndc11",0.983742274542779
"txndc12",0.912785305630834
"txndc15",0.851505617977528
"txndc16",0.966955401860243
"txndc17",1
"txndc5",0.970232774674115
"txndc9",1
"txnip",1
"txnl1",0.979250109505037
"txnl4a",1
"txnl4b",0.848974851394604
"txnrd1",0.797588681849551
"txnrd2",0.924451344607707
"txnrd3",0.919022388059701
"tyk2",0.832688395061728
"tyms",1
"tyrobp",1
"tysnd1",0.966955401860243
"tyw1",0.934351112302332
"tyw5",0.979099823321555
"u2af1",0.983742274542779
"u2af2",0.914556615017878
"u2surp",0.901900289482149
"uaca",0.873120269763957
"uap1",1
"uba1",0.739436253252385
"uba2",0.735118165784832
"uba3",1
"uba5",0.961130908191042
"uba52",0.919241748942172
"uba6",1
"ubac1",0.949237218813906
"ubac2",0.825427985648385
"ubald1",1
"ubald2",1
"ubap1",0.177065420560748
"ubap2",0.859734453781513
"ubap2l",0.861522340846184
"ubb",1
"ubc",0
"ube2a",1
"ube2b",1
"ube2d1",0.559170138888889
"ube2d2a",1
"ube2d3",0.968400468933177
"ube2e1",1
"ube2e2",0.971701471941122
"ube2e3",0.983742274542779
"ube2f",0.980675946063506
"ube2g1",0.996369315935152
"ube2g2",1
"ube2h",1
"ube2i",1
"ube2j1",1
"ube2j2",1
"ube2k",1
"ube2l3",1
"ube2l6",0.983524460585345
"ube2m",1
"ube2n",1
"ube2o",0.81100594530321
"ube2q1",1
"ube2q2",0.271627240143369
"ube2r2",0.896478507164279
"ube2s",1
